Összeállítás,Fordasor,H (Hétfő),K (Kedd),Sze (Szerda),Cs (Csütörtök),P (Péntek),Szo (Szombat),V (Vasárnap),Mire fordul
1 Bd (2037.5),42132,23614(4/3) - 3659(4/2) - 73(4/3)(C) - (C)74(4/2),23614(4/3) - 3659(4/2) - 73(4/3)(C) - (C)74(4/2),23614(4/3) - 3659(4/2) - 73(4/3)(C) - (C)74(4/2),23614(4/3) - 3659(4/2) - 73(4/3)(C) - (C)74(4/2),23614(4/3) - 3659(4/2) - 73(4/3)(C) - 747(3/1) - 746(3/3),-,(C)74(4/2),23614(4/3)
1 Bd (2037.5),42133,23614(4/4) - 3659(4/1) - 73(4/4)(C) - (C)74(4/1),23614(4/4) - 3659(4/1) - 73(4/4)(C) - (C)74(4/1),23614(4/4) - 3659(4/1) - 73(4/4)(C) - (C)74(4/1),23614(4/4) - 3659(4/1) - 73(4/4)(C) - (C)74(4/1),23614(4/4) - 3659(4/1) - 73(4/4)(C) - 745(4/2) - 7406(4/3),-,(C)74(4/1),23614(4/4)
1 Bd (2037.5),42134,7509(3/1) - 75(3/3)(C) - 745(3/1) - 7406(3/3),7509(3/1) - 75(3/3)(C) - 745(3/1) - 7406(3/3),7509(3/1) - 75(3/3)(C) - 745(3/1) - 7406(3/3),7509(3/1) - 75(3/3)(C) - 745(3/1) - 7406(3/3),7509(3/1) - 75(3/3)(C) - 745(4/1) - 7406(4/4),-,(C)374(3/1) - 473(3/3)(C),7509(3/1)
1 Bd (2037.5),42135,7400(4/3),-,-,-,(C)78(4/2) - 79(4/3)(C),-,(C)72(4/2),7400(4/3)
1 Bd (2037.5),42136,7400(4/4),-,-,-,(C)376(4/2) - 379(4/3)(C),-,(C)72(4/1),7400(4/4)
1 Bd (2037.5),42137,-,-,-,-,(C)376(4/1) - 379(4/4)(C),-,745(4/2) - 7406(4/3),-
1 Bd (2037.5),42138,-,-,-,-,(C)78(4/1) - 79(4/4)(C),-,745(4/1) - 7406(4/4),-
2 Bhv (2005.6),42151,(C)Karb - 7721 - 7738 - 7751,7729 - 7700 - 7707 - 7724 - 7715 - 7736 - 7711,7740(2/1) - 7727(2/2) - 7712 - 7705 - 7726 - 7731 - 7748,7720 - 7749 - 7702 - 7717 - 7734 - 7723 - 7708 - 7741,7739 - 7722 - 7737 - 7704 - 7443 - 7436 - 7433 - 7438(4/1),7429(2/2) - 7410(2/1) - 7717 - 7714 - 7703 - 7728,"7749(2/1) - 7702(2/2) - 7717(2/1) - 17714(2/2) - 17721(2/1)7738(2/2) - 7751",7729
2 Bhv (2005.6),42152,7729 - 7700 - 7707 - 7724 - 7715 - 7736 - 7711,7740(2/1) - 7727(2/2) - 7712 - 7705 - 7726 - 7731 - 7748,7720 - 7749 - 7702 - 7717 - 7734 - 7723 - 7708 - 7741,7739 - 7722 - 7737 - 7704 - 7443 - 7436 - 7433 - 7438(2/2),7429(2/2) - 7410(2/1) - 7725 - 7714(2/1) - 7703(2/2) - 7728,(C)Karb - 7721 - 7738 - 7751,"7729 - 7700 - 7737 - 7734(2/1) - 7723(2/2) - 7708(2/1) -7711(2/2)",7740(2/1)
2 Bhv (2005.6),42153,7740(2/1) - 7727(2/2) - 7712 - 7705 - 7726 - 7731 - 7748,7720 - 7749 - 7702 - 7717 - 7734 - 7723 - 7708 - 7741,7739 - 7722 - 7737 - 7704 - 7443 - 7436 - 7433 - 7438(2/2),7429(2/2) - 7410(2/1) - 7725 - 7714 - 7703 - 7728,(C)Karb - 7721 - 7738 - 7751,7729 - 7700 - 7707 - 7724 - 7715 - 7736 - 7731 - 7748,"7720 - 7707 - 7724(3/1) - 7735(3/3) - 7706(3/1) - 7701(3/3) -7758",7720
2 Bhv (2005.6),42154,7720 - 7749 - 7702 - 7717 - 7734 - 7723 - 7708 - 7741,7739 - 7722 - 7737 - 7704 - 7443 - 7436 - 7433 - 7438(2/2),7429(2/2) - 7410(2/1) - 7725 - 7714 - 7703 - 7728,(C)Karb - 7721 - 7738 - 7751,"7729 - 7700 - 7707 - 7724(2/1) - 7715(2/2) - 7736(2/1) -7711(2/2)",7740 - 7727 - 7712 - 7735 - 7706 - 7711,7740 - 7727 - 7712 - 7715 - 7736 - 7741,7739
2 Bhv (2005.6),42155,7739 - 7722 - 7737 - 7704 - 7443 - 7436 - 7433 - 7438(2/2),7429(2/2) - 7410(2/1) - 7725 - 7714 - 7703 - 7728,(C)Karb - 7721 - 7738 - 7751,7729 - 7700 - 7707 - 7724 - 7715 - 7736 - 7711,"7740(2/1) - 7727(2/2) - 7712(2/1) - 7705(2/2) - 7726(2/1) -7731(2/2) - 7748",7720 - 7709 - 7732 - 7725 - 7726 - 7741,7739 - 7722(2/1) - 7703(2/2) - 7728 - 7451(3/2),7429(2/2)
2 Bhv (2005.6),42156,7429(2/2) - 7410(2/1) - 7725 - 7714 - 7703 - 7728,(C)Karb - 7721 - 7738 - 7751,7729 - 7700 - 7707 - 7724 - 7715 - 7736 - 7711,7740(2/1) - 7727(2/2) - 7712 - 7705 - 7726 - 7731 - 7748,"7720 - 7749 - 7702 - 7717 - 7734(2/1) - 7723(2/2) - 7708 -7741",7739 - 7722 - 7737 - 7734 - 7723 - 7708,"7749(2/2) - 7702(2/1) - 7717(2/2) - 17714(2/1) - 17721(2/2)7738(2/1)",(C)Karb
